accession_id,phenotype_value
5104,32.0
9859,71.0
6424,41.5
9920,33.0
5772,37.5
9517,25.5
6131,121.3333333
9824,130.6666667
1829,97.0
9590,25.25
9814,34.33333333
9737,54.66666667
9503,43.75
5720,52.0
9980,51.25
9601,78.75
9899,48.0
8247,76.5
9739,60.75
9971,52.5
9695,74.0
9591,32.5
991,86.75
10018,73.66666667
9805,41.25
9556,53.5
6105,79.33333333
5822,101.5
8307,48.0
8386,40.5
9539,76.25
9528,70.0
9606,30.5
6169,105.0
765,29.66666667
7203,33.25
9557,99.0
9958,68.75
6177,81.5
7353,62.25
9809,40.75
9995,30.5
9664,98.0
9685,76.75
9822,52.33333333
9858,109.5
7177,33.75
9947,104.75
9768,40.0
9629,64.5
7130,62.75
7717,67.0
9900,40.5
9522,51.66666667
9576,101.0
6038,63.0
6900,110.5
9806,48.5
9797,35.0
9609,39.75
6252,127.0
6909,28.0
9924,45.0
6172,76.0
9801,25.66666667
6140,91.0
9452,90.5
9957,75.5
9607,99.0
9665,76.33333333
9638,71.0
9837,52.5
9861,108.75
6188,40.5
763,28.75
9617,54.75
9788,29.0
5210,67.75
5165,72.75
9413,63.33333333
7147,39.0
9656,75.66666667
9451,103.75
9844,71.5
6041,39.5
6198,81.0
7186,37.5
9647,47.0
9921,36.75
9510,44.75
9982,69.75
7181,65.0
9782,33.75
9965,45.0
6150,87.66666667
9973,98.0
9597,51.0
8238,42.25
9743,64.66666667
9450,70.5
9866,101.0
772,33.25
350,41.75
9696,68.25
8236,53.66666667
9399,82.75
6064,124.6666667
10008,61.33333333
9720,90.25
9613,62.66666667
7350,39.33333333
7192,29.5
9775,34.25
9955,63.75
9392,46.0
9833,57.0
430,43.75
7917,55.0
1254,93.0
9530,100.5
7349,41.5
9950,67.25
9369,57.25
9946,43.5
9831,78.0
9507,37.5
9670,101.5
8230,108.0
9815,37.25
7296,51.5
9897,69.25
9691,60.5
7413,36.0
6184,95.0
9795,29.25
6258,110.6666667
9881,66.5
9820,47.5
8366,33.0
7208,34.75
6203,106.25
9676,78.66666667
9408,108.75
7102,57.5
6039,46.0
9697,52.66666667
9756,63.0
9983,48.5
8335,80.5
5921,45.75
9693,64.0
9888,78.25
9757,88.0
7218,38.75
8306,83.66666667
6071,124.25
9875,32.5
7411,43.5
9758,61.66666667
6122,80.0
9089,111.0
6970,40.0
6989,51.25
6276,121.6666667
8422,96.0
7415,34.5
88,43.66666667
9981,44.25
9790,32.0
9412,53.33333333
9776,30.25
9616,95.75
9835,62.5
6990,48.75
8337,62.0
6102,107.25
6967,30.75
9730,84.5
9708,77.5
5779,54.5
9963,60.0
9587,94.25
9558,105.0
8285,42.0
5276,41.25
9521,59.25
7258,33.0
8227,99.0
9099,106.6666667
5830,65.33333333
8246,65.0
9689,65.5
9964,52.75
9113,61.25
9508,48.75
9868,54.66666667
7077,32.66666667
6987,35.5
6134,87.33333333
5644,33.5
9527,67.0
9634,84.5
7062,28.5
9727,34.25
9621,72.5
9885,106.5
9382,103.0
992,86.25
6221,120.0
8256,34.75
6220,109.0
9636,103.6666667
9813,34.25
9877,81.5
4900,39.75
7169,65.5
7471,24.75
7332,32.75
6174,115.5
6034,67.0
9323,72.5
7106,34.0
8419,43.5
9851,95.75
915,32.25
6992,42.0
9386,96.25
8235,58.25
9935,61.25
9853,25.33333333
7231,34.33333333
6963,53.5
8234,85.5
7199,27.0
9105,62.75
6069,129.0
10013,90.25
6100,86.66666667
10004,66.66666667
9941,32.25
9793,30.66666667
9949,49.5
5253,28.5
9579,67.5
7117,26.0
6016,83.66666667
7162,32.5
801,74.75
9787,39.33333333
5353,53.0
9879,48.25
8264,52.0
9791,30.0
6240,113.0
9741,63.0
8365,28.5
9988,103.0
7356,53.33333333
1890,64.75
6128,104.6666667
9682,63.25
9755,69.75
9548,131.5
7378,42.75
4884,39.5
9860,54.66666667
9573,51.66666667
9726,47.25
9869,61.75
9091,86.0
1063,51.75
7250,26.5
9103,72.75
9388,124.0
9779,34.66666667
9874,45.25
9514,75.33333333
9878,106.3333333
9873,44.66666667
7127,36.25
10001,38.5
7096,28.5
9970,71.5
9998,35.75
6035,61.0
6680,81.33333333
7372,36.5
6017,96.0
6244,98.75
9655,61.0
9651,39.66666667
9825,50.0
9894,64.66666667
6125,93.25
6975,37.75
5741,80.0
7094,32.75
9628,56.0
9718,62.66666667
7307,61.0
9069,79.25
6073,82.5
428,49.33333333
6218,128.5
4826,42.0
9699,54.33333333
8222,84.25
9111,77.25
6019,95.0
9864,42.5
9952,98.0
10010,64.75
139,43.0
8244,46.75
9930,56.33333333
9078,95.75
9645,57.25
7092,47.0
6137,75.25
9975,74.0
9533,71.25
9832,76.66666667
6148,93.0
9759,50.0
7071,35.75
7068,45.5
265,35.25
9643,64.75
9903,96.25
10006,118.5
9519,57.0
9716,122.6666667
9394,99.75
7213,28.25
6986,33.75
9100,58.5
9927,63.25
7063,39.33333333
9838,54.66666667
7273,31.0
9929,70.75
8343,50.25
9058,121.25
9622,70.66666667
6984,37.75
7207,40.0
7288,57.75
9683,62.75
7477,38.25
9646,40.75
6090,94.5
6097,83.25
9532,95.5
7000,41.25
9972,50.75
9625,90.5
6132,84.5
9722,84.66666667
9588,66.25
7346,49.33333333
9976,63.5
9592,98.0
9544,44.75
9596,51.0
9953,80.0
8249,77.5
8369,72.25
9600,45.0
9880,74.25
9785,34.5
8284,60.5
6284,123.3333333
9686,73.75
9771,32.75
6744,35.75
6011,102.0
7387,31.75
9710,76.75
9926,40.5
10023,79.25
9567,88.5
9928,67.0
8376,91.0
7394,28.75
9520,108.5
997,73.0
9339,104.3333333
9987,60.5
9640,70.0
9552,134.0
6070,109.3333333
9535,78.0
8239,30.5
9960,56.66666667
9966,70.5
8357,46.0
9581,108.5
9598,80.0
7354,96.0
9817,54.0
6242,76.75
9729,90.66666667
9518,73.75
9781,32.66666667
9974,83.75
9956,51.75
9635,74.66666667
9569,87.0
9944,59.0
9121,89.0
9984,47.33333333
9081,91.33333333
9840,104.5
9834,53.5
9876,60.0
6111,81.33333333
7424,25.0
6021,72.25
7120,31.0
9800,32.25
4807,77.25
9816,27.75
7161,29.0
9999,42.5
9534,51.0
9130,51.0
9525,67.25
9713,59.75
6133,81.75
6189,46.0
9854,29.66666667
7418,36.25
6153,121.5
9870,98.66666667
6009,105.5
9711,71.5
9836,117.0
9454,130.0
7306,36.75
9611,63.5
9619,71.0
6413,72.75
9085,90.25
7343,39.5
351,55.0
6918,134.0
9978,86.0
9551,107.0
9933,38.66666667
6145,108.0
9827,51.5
6112,65.5
2317,41.75
6193,42.25
6124,90.66666667
9867,90.75
9632,79.0
9778,40.0
5349,79.66666667
2276,75.0
8231,96.25
7282,28.5
7014,69.33333333
1925,78.0
9583,82.25
7382,28.5
9761,51.0
7103,26.25
9585,23.5
8420,36.5
9649,57.5
870,54.0
9610,57.5
9901,86.75
9774,32.25
7031,36.25
5831,86.0
9728,67.25
9986,85.25
6997,43.0
9892,75.25
9796,36.5
5865,88.33333333
9407,66.5
768,67.0
7109,34.25
5023,32.5
9766,30.5
9586,104.0
7217,26.25
6268,107.0
7342,56.25
9084,103.75
5726,37.5
9476,106.3333333
6195,46.75
6099,103.0
6108,42.75
9070,79.25
6025,137.0
8077,46.75
6118,90.25
9712,68.75
9704,58.66666667
6209,100.0
9427,108.5
8290,31.5
7287,35.25
7126,76.25
9839,105.5
6126,77.66666667
9624,68.33333333
6030,116.5
9736,70.0
9470,72.25
6979,24.75
6296,37.25
9856,51.5
9608,35.5
108,42.0
9677,100.0
9849,82.66666667
6086,87.75
7305,38.25
4779,39.25
7384,57.25
9784,32.25
9663,61.33333333
9701,70.33333333
9555,88.0
6151,91.0
9506,57.75
9855,53.33333333
9515,40.25
7430,31.25
7419,32.75
766,29.5
9332,115.0
9915,64.75
9602,62.0
8311,48.0
7143,31.0
9554,88.25
9993,104.3333333
9985,53.75
9453,117.5
9747,80.5
9906,68.0
9780,34.25
9537,40.0
7427,81.25
9857,56.5
9678,77.5
9850,68.66666667
5768,76.66666667
7223,42.0
8240,68.66666667
6023,73.25
9735,62.0
1317,88.0
9786,29.5
5784,56.0
9731,67.25
9846,105.5
9595,56.0
6180,30.5
8132,51.66666667
1061,81.75
9314,51.5
9709,63.0
7125,32.75
8334,43.0
7236,37.75
9599,79.66666667
9371,133.0
9644,56.5
9764,53.25
9511,45.75
6968,82.66666667
9131,54.0
10009,67.0
7002,50.0
10011,54.5
9668,69.5
6194,76.75
9562,67.75
6115,65.5
9707,59.75
9416,110.0
7333,29.0
9721,67.75
6982,35.25
9937,37.0
1002,79.75
6024,98.5
5993,53.0
6390,52.0
8297,71.0
9612,60.0
9680,49.0
6243,34.75
