"dataset.train","dataset.test","nsamples.test","strata","pearson","spearman","cor_success","rmse","mae","coeff_det","ndcg10","ndcg20","ndcg50","ndcg100","time_per_fold","nsamples.train","regressor","markers","extra_covariates","repetition","folds"
"DaysToFlowering1 split=6 train","DaysToFlowering1 split=6 test",94,"no_strata",0.850516184958406,0.840196372829099,1,15.5030906268346,11.9042167357706,0.625316495538934,0.918889355136285,0.933644444676084,0.956641343943288,0.981698081329008,2.45999999996275,842,"rrBLUP-kin",842,"",4,0
"DaysToFlowering1 split=6 train","DaysToFlowering1 split=6 test",94,"no_strata",0.850516184958406,0.840196372829099,1,15.5030906268346,11.9042167357706,0.625316495538934,0.918889355136285,0.933644444676084,0.956641343943288,0.981698081329008,2.46699999994598,842,"rrBLUP-kin",842,"",5,0
"DaysToFlowering1 split=7 train","DaysToFlowering1 split=7 test",93,"no_strata",0.890333466790141,0.87157373369525,1,15.2697336195048,11.9152068961077,0.69073864867801,0.97089622972547,0.946881177329873,0.975603933805445,0.987377062937155,2.60699999984354,843,"rrBLUP-kin",843,"",1,0
"DaysToFlowering1 split=7 train","DaysToFlowering1 split=7 test",93,"no_strata",0.890333466790141,0.87157373369525,1,15.2697336195048,11.9152068961077,0.69073864867801,0.97089622972547,0.946881177329873,0.975603933805445,0.987377062937155,2.45299999997951,843,"rrBLUP-kin",843,"",2,0
"DaysToFlowering1 split=7 train","DaysToFlowering1 split=7 test",93,"no_strata",0.890333466790141,0.87157373369525,1,15.2697336195048,11.9152068961077,0.69073864867801,0.97089622972547,0.946881177329873,0.975603933805445,0.987377062937155,2.47200000006706,843,"rrBLUP-kin",843,"",3,0
"DaysToFlowering1 split=7 train","DaysToFlowering1 split=7 test",93,"no_strata",0.890333466790141,0.87157373369525,1,15.2697336195048,11.9152068961077,0.69073864867801,0.97089622972547,0.946881177329873,0.975603933805445,0.987377062937155,2.4320000000298,843,"rrBLUP-kin",843,"",4,0
"DaysToFlowering1 split=7 train","DaysToFlowering1 split=7 test",93,"no_strata",0.890333466790141,0.87157373369525,1,15.2697336195048,11.9152068961077,0.69073864867801,0.97089622972547,0.946881177329873,0.975603933805445,0.987377062937155,2.51000000000931,843,"rrBLUP-kin",843,"",5,0
"DaysToFlowering1 split=8 train","DaysToFlowering1 split=8 test",93,"no_strata",0.822357077825386,0.8429538124106,1,15.6099855530804,11.4635172707556,0.635156490225741,0.876088505458114,0.927985759000197,0.935096249528145,0.971802196415068,2.48200000007637,843,"rrBLUP-kin",843,"",1,0
"DaysToFlowering1 split=8 train","DaysToFlowering1 split=8 test",93,"no_strata",0.822357077825386,0.8429538124106,1,15.6099855530804,11.4635172707556,0.635156490225741,0.876088505458114,0.927985759000197,0.935096249528145,0.971802196415068,2.47600000002421,843,"rrBLUP-kin",843,"",2,0
"DaysToFlowering1 split=8 train","DaysToFlowering1 split=8 test",93,"no_strata",0.822357077825386,0.8429538124106,1,15.6099855530804,11.4635172707556,0.635156490225741,0.876088505458114,0.927985759000197,0.935096249528145,0.971802196415068,2.48200000007637,843,"rrBLUP-kin",843,"",3,0
"DaysToFlowering1 split=8 train","DaysToFlowering1 split=8 test",93,"no_strata",0.822357077825386,0.8429538124106,1,15.6099855530804,11.4635172707556,0.635156490225741,0.876088505458114,0.927985759000197,0.935096249528145,0.971802196415068,2.4910000001546,843,"rrBLUP-kin",843,"",4,0
"DaysToFlowering1 split=8 train","DaysToFlowering1 split=8 test",93,"no_strata",0.822357077825386,0.8429538124106,1,15.6099855530804,11.4635172707556,0.635156490225741,0.876088505458114,0.927985759000197,0.935096249528145,0.971802196415068,2.4680000001099,843,"rrBLUP-kin",843,"",5,0
"DaysToFlowering1 split=9 train","DaysToFlowering1 split=9 test",93,"no_strata",0.781388359529611,0.825085611814749,1,16.1153865755135,11.8267423781082,0.601475160676002,0.879754056160048,0.864517069602675,0.939349155433165,0.966680286261267,2.46299999998882,843,"rrBLUP-kin",843,"",1,0
"DaysToFlowering1 split=9 train","DaysToFlowering1 split=9 test",93,"no_strata",0.781388359529611,0.825085611814749,1,16.1153865755135,11.8267423781082,0.601475160676002,0.879754056160048,0.864517069602675,0.939349155433165,0.966680286261267,2.47099999990314,843,"rrBLUP-kin",843,"",2,0
"DaysToFlowering1 split=9 train","DaysToFlowering1 split=9 test",93,"no_strata",0.781388359529611,0.825085611814749,1,16.1153865755135,11.8267423781082,0.601475160676002,0.879754056160048,0.864517069602675,0.939349155433165,0.966680286261267,2.46200000005774,843,"rrBLUP-kin",843,"",3,0
"DaysToFlowering1 split=9 train","DaysToFlowering1 split=9 test",93,"no_strata",0.781388359529611,0.825085611814749,1,16.1153865755135,11.8267423781082,0.601475160676002,0.879754056160048,0.864517069602675,0.939349155433165,0.966680286261267,2.45900000003166,843,"rrBLUP-kin",843,"",4,0
"DaysToFlowering1 split=9 train","DaysToFlowering1 split=9 test",93,"no_strata",0.781388359529611,0.825085611814749,1,16.1153865755135,11.8267423781082,0.601475160676002,0.879754056160048,0.864517069602675,0.939349155433165,0.966680286261267,2.45600000000559,843,"rrBLUP-kin",843,"",5,0
"DaysToFlowering2 split=1 train","DaysToFlowering2 split=1 test",94,"no_strata",0.802111241379985,0.799424895598632,1,18.6656737882728,14.7415828704292,0.439730199553535,0.897812589718479,0.904781955624601,0.951714351170349,0.976300376732788,2.43700000015087,837,"rrBLUP-kin",837,"",1,0
"DaysToFlowering2 split=1 train","DaysToFlowering2 split=1 test",94,"no_strata",0.802111241379985,0.799424895598632,1,18.6656737882728,14.7415828704292,0.439730199553535,0.897812589718479,0.904781955624601,0.951714351170349,0.976300376732788,2.41500000003725,837,"rrBLUP-kin",837,"",2,0
"DaysToFlowering2 split=1 train","DaysToFlowering2 split=1 test",94,"no_strata",0.802111241379985,0.799424895598632,1,18.6656737882728,14.7415828704292,0.439730199553535,0.897812589718479,0.904781955624601,0.951714351170349,0.976300376732788,2.42700000014156,837,"rrBLUP-kin",837,"",3,0
"DaysToFlowering2 split=1 train","DaysToFlowering2 split=1 test",94,"no_strata",0.802111241379985,0.799424895598632,1,18.6656737882728,14.7415828704292,0.439730199553535,0.897812589718479,0.904781955624601,0.951714351170349,0.976300376732788,2.43599999998696,837,"rrBLUP-kin",837,"",4,0
"DaysToFlowering2 split=1 train","DaysToFlowering2 split=1 test",94,"no_strata",0.802111241379985,0.799424895598632,1,18.6656737882728,14.7415828704292,0.439730199553535,0.897812589718479,0.904781955624601,0.951714351170349,0.976300376732788,2.41899999999441,837,"rrBLUP-kin",837,"",5,0
"DaysToFlowering2 split=10 train","DaysToFlowering2 split=10 test",93,"no_strata",0.783077790641353,0.771733495130749,1,16.1229515381737,12.2165302084022,0.607152745707211,0.873119190400639,0.885696146159358,0.930053795356377,0.970393573744524,2.41999999992549,838,"rrBLUP-kin",838,"",1,0
"DaysToFlowering2 split=10 train","DaysToFlowering2 split=10 test",93,"no_strata",0.783077790641353,0.771733495130749,1,16.1229515381737,12.2165302084022,0.607152745707211,0.873119190400639,0.885696146159358,0.930053795356377,0.970393573744524,2.44399999990128,838,"rrBLUP-kin",838,"",2,0
"DaysToFlowering2 split=10 train","DaysToFlowering2 split=10 test",93,"no_strata",0.783077790641353,0.771733495130749,1,16.1229515381737,12.2165302084022,0.607152745707211,0.873119190400639,0.885696146159358,0.930053795356377,0.970393573744524,2.44700000016019,838,"rrBLUP-kin",838,"",3,0
"DaysToFlowering2 split=10 train","DaysToFlowering2 split=10 test",93,"no_strata",0.783077790641353,0.771733495130749,1,16.1229515381737,12.2165302084022,0.607152745707211,0.873119190400639,0.885696146159358,0.930053795356377,0.970393573744524,2.46699999994598,838,"rrBLUP-kin",838,"",4,0
"DaysToFlowering2 split=10 train","DaysToFlowering2 split=10 test",93,"no_strata",0.783077790641353,0.771733495130749,1,16.1229515381737,12.2165302084022,0.607152745707211,0.873119190400639,0.885696146159358,0.930053795356377,0.970393573744524,2.46200000005774,838,"rrBLUP-kin",838,"",5,0
"DaysToFlowering2 split=2 train","DaysToFlowering2 split=2 test",93,"no_strata",0.816141146986365,0.836997635261596,1,18.6648557752064,15.1870950003237,0.531119591292267,0.842734490847804,0.882020501342884,0.9453949468604,0.968228657401907,2.4519999998156,838,"rrBLUP-kin",838,"",1,0
"DaysToFlowering2 split=2 train","DaysToFlowering2 split=2 test",93,"no_strata",0.816141146986365,0.836997635261596,1,18.6648557752064,15.1870950003237,0.531119591292267,0.842734490847804,0.882020501342884,0.9453949468604,0.968228657401907,2.43799999984913,838,"rrBLUP-kin",838,"",2,0
"DaysToFlowering2 split=2 train","DaysToFlowering2 split=2 test",93,"no_strata",0.816141146986365,0.836997635261596,1,18.6648557752064,15.1870950003237,0.531119591292267,0.842734490847804,0.882020501342884,0.9453949468604,0.968228657401907,2.45500000007451,838,"rrBLUP-kin",838,"",3,0
"DaysToFlowering2 split=2 train","DaysToFlowering2 split=2 test",93,"no_strata",0.816141146986365,0.836997635261596,1,18.6648557752064,15.1870950003237,0.531119591292267,0.842734490847804,0.882020501342884,0.9453949468604,0.968228657401907,2.43900000001304,838,"rrBLUP-kin",838,"",4,0
"DaysToFlowering2 split=2 train","DaysToFlowering2 split=2 test",93,"no_strata",0.816141146986365,0.836997635261596,1,18.6648557752064,15.1870950003237,0.531119591292267,0.842734490847804,0.882020501342884,0.9453949468604,0.968228657401907,2.41299999994226,838,"rrBLUP-kin",838,"",5,0
"DaysToFlowering2 split=3 train","DaysToFlowering2 split=3 test",93,"no_strata",0.873075545848635,0.858346174223628,1,13.0286605749979,10.0204265585215,0.76050899632126,0.972312487371059,0.949262096433537,0.959847255680913,0.984489229239544,2.41399999987334,838,"rrBLUP-kin",838,"",1,0
"DaysToFlowering2 split=3 train","DaysToFlowering2 split=3 test",93,"no_strata",0.873075545848635,0.858346174223628,1,13.0286605749979,10.0204265585215,0.76050899632126,0.972312487371059,0.949262096433537,0.959847255680913,0.984489229239544,2.42900000000373,838,"rrBLUP-kin",838,"",2,0
"DaysToFlowering2 split=3 train","DaysToFlowering2 split=3 test",93,"no_strata",0.873075545848635,0.858346174223628,1,13.0286605749979,10.0204265585215,0.76050899632126,0.972312487371059,0.949262096433537,0.959847255680913,0.984489229239544,2.42200000002049,838,"rrBLUP-kin",838,"",3,0
"DaysToFlowering2 split=3 train","DaysToFlowering2 split=3 test",93,"no_strata",0.873075545848635,0.858346174223628,1,13.0286605749979,10.0204265585215,0.76050899632126,0.972312487371059,0.949262096433537,0.959847255680913,0.984489229239544,2.42599999997765,838,"rrBLUP-kin",838,"",4,0
"DaysToFlowering2 split=3 train","DaysToFlowering2 split=3 test",93,"no_strata",0.873075545848635,0.858346174223628,1,13.0286605749979,10.0204265585215,0.76050899632126,0.972312487371059,0.949262096433537,0.959847255680913,0.984489229239544,2.42000000015832,838,"rrBLUP-kin",838,"",5,0
"DaysToFlowering2 split=4 train","DaysToFlowering2 split=4 test",93,"no_strata",0.822734133843292,0.833330847311272,1,18.4337294707529,15.2965525716685,0.529455904805836,0.901226100151207,0.9088580026223,0.947225650171948,0.973978064135607,2.41999999992549,838,"rrBLUP-kin",838,"",1,0
"DaysToFlowering2 split=4 train","DaysToFlowering2 split=4 test",93,"no_strata",0.822734133843292,0.833330847311272,1,18.4337294707529,15.2965525716685,0.529455904805836,0.901226100151207,0.9088580026223,0.947225650171948,0.973978064135607,2.42400000011548,838,"rrBLUP-kin",838,"",2,0
"DaysToFlowering2 split=4 train","DaysToFlowering2 split=4 test",93,"no_strata",0.822734133843292,0.833330847311272,1,18.4337294707529,15.2965525716685,0.529455904805836,0.901226100151207,0.9088580026223,0.947225650171948,0.973978064135607,2.42399999988265,838,"rrBLUP-kin",838,"",3,0
"DaysToFlowering2 split=4 train","DaysToFlowering2 split=4 test",93,"no_strata",0.822734133843292,0.833330847311272,1,18.4337294707529,15.2965525716685,0.529455904805836,0.901226100151207,0.9088580026223,0.947225650171948,0.973978064135607,2.41999999992549,838,"rrBLUP-kin",838,"",4,0
"DaysToFlowering2 split=4 train","DaysToFlowering2 split=4 test",93,"no_strata",0.822734133843292,0.833330847311272,1,18.4337294707529,15.2965525716685,0.529455904805836,0.901226100151207,0.9088580026223,0.947225650171948,0.973978064135607,2.41200000001118,838,"rrBLUP-kin",838,"",5,0
"DaysToFlowering2 split=5 train","DaysToFlowering2 split=5 test",93,"no_strata",0.812854427444151,0.822932132265562,1,16.9782376777516,12.7594788841845,0.48747795216423,0.927584676902462,0.928869933055155,0.935212897220354,0.975637803184081,2.41599999996834,838,"rrBLUP-kin",838,"",1,0
"DaysToFlowering2 split=5 train","DaysToFlowering2 split=5 test",93,"no_strata",0.812854427444151,0.822932132265562,1,16.9782376777516,12.7594788841845,0.48747795216423,0.927584676902462,0.928869933055155,0.935212897220354,0.975637803184081,2.41800000006333,838,"rrBLUP-kin",838,"",2,0
"DaysToFlowering2 split=5 train","DaysToFlowering2 split=5 test",93,"no_strata",0.812854427444151,0.822932132265562,1,16.9782376777516,12.7594788841845,0.48747795216423,0.927584676902462,0.928869933055155,0.935212897220354,0.975637803184081,2.42100000008941,838,"rrBLUP-kin",838,"",3,0
"DaysToFlowering2 split=5 train","DaysToFlowering2 split=5 test",93,"no_strata",0.812854427444151,0.822932132265562,1,16.9782376777516,12.7594788841845,0.48747795216423,0.927584676902462,0.928869933055155,0.935212897220354,0.975637803184081,2.45299999997951,838,"rrBLUP-kin",838,"",4,0
"DaysToFlowering2 split=5 train","DaysToFlowering2 split=5 test",93,"no_strata",0.812854427444151,0.822932132265562,1,16.9782376777516,12.7594788841845,0.48747795216423,0.927584676902462,0.928869933055155,0.935212897220354,0.975637803184081,2.44399999990128,838,"rrBLUP-kin",838,"",5,0
"DaysToFlowering2 split=6 train","DaysToFlowering2 split=6 test",93,"no_strata",0.851575367767573,0.852080365262812,1,16.4931766019548,12.3883331400175,0.629799177452703,0.920144119447385,0.915587629893023,0.952802831854735,0.97854523146727,2.49200000008568,838,"rrBLUP-kin",838,"",1,0
"DaysToFlowering2 split=6 train","DaysToFlowering2 split=6 test",93,"no_strata",0.851575367767573,0.852080365262812,1,16.4931766019548,12.3883331400175,0.629799177452703,0.920144119447385,0.915587629893023,0.952802831854735,0.97854523146727,2.45100000011735,838,"rrBLUP-kin",838,"",2,0
"DaysToFlowering2 split=6 train","DaysToFlowering2 split=6 test",93,"no_strata",0.851575367767573,0.852080365262812,1,16.4931766019548,12.3883331400175,0.629799177452703,0.920144119447385,0.915587629893023,0.952802831854735,0.97854523146727,2.4769999999553,838,"rrBLUP-kin",838,"",3,0
"DaysToFlowering2 split=6 train","DaysToFlowering2 split=6 test",93,"no_strata",0.851575367767573,0.852080365262812,1,16.4931766019548,12.3883331400175,0.629799177452703,0.920144119447385,0.915587629893023,0.952802831854735,0.97854523146727,2.40999999991618,838,"rrBLUP-kin",838,"",4,0
"DaysToFlowering2 split=6 train","DaysToFlowering2 split=6 test",93,"no_strata",0.851575367767573,0.852080365262812,1,16.4931766019548,12.3883331400175,0.629799177452703,0.920144119447385,0.915587629893023,0.952802831854735,0.97854523146727,2.42800000007264,838,"rrBLUP-kin",838,"",5,0
"DaysToFlowering2 split=7 train","DaysToFlowering2 split=7 test",93,"no_strata",0.88674775383733,0.873383394312479,1,16.0686706453119,12.4892997751214,0.643081732097717,0.94751421769817,0.950268622684439,0.969830456717547,0.987415923624628,2.43500000005588,838,"rrBLUP-kin",838,"",1,0
"DaysToFlowering2 split=7 train","DaysToFlowering2 split=7 test",93,"no_strata",0.88674775383733,0.873383394312479,1,16.0686706453119,12.4892997751214,0.643081732097717,0.94751421769817,0.950268622684439,0.969830456717547,0.987415923624628,2.44200000003912,838,"rrBLUP-kin",838,"",2,0
"DaysToFlowering2 split=7 train","DaysToFlowering2 split=7 test",93,"no_strata",0.88674775383733,0.873383394312479,1,16.0686706453119,12.4892997751214,0.643081732097717,0.94751421769817,0.950268622684439,0.969830456717547,0.987415923624628,2.44199999980628,838,"rrBLUP-kin",838,"",3,0
"DaysToFlowering2 split=7 train","DaysToFlowering2 split=7 test",93,"no_strata",0.88674775383733,0.873383394312479,1,16.0686706453119,12.4892997751214,0.643081732097717,0.94751421769817,0.950268622684439,0.969830456717547,0.987415923624628,2.42399999988265,838,"rrBLUP-kin",838,"",4,0
"DaysToFlowering2 split=7 train","DaysToFlowering2 split=7 test",93,"no_strata",0.88674775383733,0.873383394312479,1,16.0686706453119,12.4892997751214,0.643081732097717,0.94751421769817,0.950268622684439,0.969830456717547,0.987415923624628,2.4230000001844,838,"rrBLUP-kin",838,"",5,0
"DaysToFlowering2 split=8 train","DaysToFlowering2 split=8 test",93,"no_strata",0.786706838227532,0.810911831785744,1,15.7275018721301,11.8901711536112,0.594423337335037,0.890948642374688,0.890303750467233,0.928867302544873,0.967666154442305,2.42100000008941,838,"rrBLUP-kin",838,"",1,0
"DaysToFlowering2 split=8 train","DaysToFlowering2 split=8 test",93,"no_strata",0.786706838227532,0.810911831785744,1,15.7275018721301,11.8901711536112,0.594423337335037,0.890948642374688,0.890303750467233,0.928867302544873,0.967666154442305,2.41899999999441,838,"rrBLUP-kin",838,"",2,0
"DaysToFlowering2 split=8 train","DaysToFlowering2 split=8 test",93,"no_strata",0.786706838227532,0.810911831785744,1,15.7275018721301,11.8901711536112,0.594423337335037,0.890948642374688,0.890303750467233,0.928867302544873,0.967666154442305,2.41899999999441,838,"rrBLUP-kin",838,"",3,0
"DaysToFlowering2 split=8 train","DaysToFlowering2 split=8 test",93,"no_strata",0.786706838227532,0.810911831785744,1,15.7275018721301,11.8901711536112,0.594423337335037,0.890948642374688,0.890303750467233,0.928867302544873,0.967666154442305,2.42599999997765,838,"rrBLUP-kin",838,"",4,0
"DaysToFlowering2 split=8 train","DaysToFlowering2 split=8 test",93,"no_strata",0.786706838227532,0.810911831785744,1,15.7275018721301,11.8901711536112,0.594423337335037,0.890948642374688,0.890303750467233,0.928867302544873,0.967666154442305,2.42799999983981,838,"rrBLUP-kin",838,"",5,0
"DaysToFlowering2 split=9 train","DaysToFlowering2 split=9 test",93,"no_strata",0.795667731925188,0.83037955893591,1,16.0750961331784,11.5909221958973,0.628032619839074,0.85511503649896,0.860696137069633,0.946013411951687,0.968200866688573,2.42099999985658,838,"rrBLUP-kin",838,"",1,0
"DaysToFlowering2 split=9 train","DaysToFlowering2 split=9 test",93,"no_strata",0.795667731925188,0.83037955893591,1,16.0750961331784,11.5909221958973,0.628032619839074,0.85511503649896,0.860696137069633,0.946013411951687,0.968200866688573,2.41400000010617,838,"rrBLUP-kin",838,"",2,0
"DaysToFlowering2 split=9 train","DaysToFlowering2 split=9 test",93,"no_strata",0.795667731925188,0.83037955893591,1,16.0750961331784,11.5909221958973,0.628032619839074,0.85511503649896,0.860696137069633,0.946013411951687,0.968200866688573,2.42399999988265,838,"rrBLUP-kin",838,"",3,0
"DaysToFlowering2 split=9 train","DaysToFlowering2 split=9 test",93,"no_strata",0.795667731925188,0.83037955893591,1,16.0750961331784,11.5909221958973,0.628032619839074,0.85511503649896,0.860696137069633,0.946013411951687,0.968200866688573,2.45399999991059,838,"rrBLUP-kin",838,"",4,0
"DaysToFlowering2 split=9 train","DaysToFlowering2 split=9 test",93,"no_strata",0.795667731925188,0.83037955893591,1,16.0750961331784,11.5909221958973,0.628032619839074,0.85511503649896,0.860696137069633,0.946013411951687,0.968200866688573,2.38700000010431,838,"rrBLUP-kin",838,"",5,0
"DaysToFlowering3 split=1 train","DaysToFlowering3 split=1 test",93,"no_strata",0.805660363991062,0.770763624533052,1,17.9779332657561,14.5039937203371,0.518308384028243,0.939996560432216,0.92596489473684,0.936302598452858,0.982316749680394,2.3410000000149,830,"rrBLUP-kin",830,"",1,0
"DaysToFlowering3 split=1 train","DaysToFlowering3 split=1 test",93,"no_strata",0.805660363991062,0.770763624533052,1,17.9779332657561,14.5039937203371,0.518308384028243,0.939996560432216,0.92596489473684,0.936302598452858,0.982316749680394,2.36599999992177,830,"rrBLUP-kin",830,"",2,0
"DaysToFlowering3 split=1 train","DaysToFlowering3 split=1 test",93,"no_strata",0.805660363991062,0.770763624533052,1,17.9779332657561,14.5039937203371,0.518308384028243,0.939996560432216,0.92596489473684,0.936302598452858,0.982316749680394,2.33299999986775,830,"rrBLUP-kin",830,"",3,0
"DaysToFlowering3 split=1 train","DaysToFlowering3 split=1 test",93,"no_strata",0.805660363991062,0.770763624533052,1,17.9779332657561,14.5039937203371,0.518308384028243,0.939996560432216,0.92596489473684,0.936302598452858,0.982316749680394,2.33499999996275,830,"rrBLUP-kin",830,"",4,0
"DaysToFlowering3 split=1 train","DaysToFlowering3 split=1 test",93,"no_strata",0.805660363991062,0.770763624533052,1,17.9779332657561,14.5039937203371,0.518308384028243,0.939996560432216,0.92596489473684,0.936302598452858,0.982316749680394,2.34099999978207,830,"rrBLUP-kin",830,"",5,0
"DaysToFlowering3 split=10 train","DaysToFlowering3 split=10 test",92,"no_strata",0.818218457105269,0.811243835639132,1,15.9200284950421,11.3172915147045,0.572821756738659,0.847633465353579,0.884037332069344,0.938883934920775,0.968309630098712,2.3859999999404,831,"rrBLUP-kin",831,"",1,0
"DaysToFlowering3 split=10 train","DaysToFlowering3 split=10 test",92,"no_strata",0.818218457105269,0.811243835639132,1,15.9200284950421,11.3172915147045,0.572821756738659,0.847633465353579,0.884037332069344,0.938883934920775,0.968309630098712,2.42299999995157,831,"rrBLUP-kin",831,"",2,0
"DaysToFlowering3 split=10 train","DaysToFlowering3 split=10 test",92,"no_strata",0.818218457105269,0.811243835639132,1,15.9200284950421,11.3172915147045,0.572821756738659,0.847633465353579,0.884037332069344,0.938883934920775,0.968309630098712,2.375,831,"rrBLUP-kin",831,"",3,0
"DaysToFlowering3 split=10 train","DaysToFlowering3 split=10 test",92,"no_strata",0.818218457105269,0.811243835639132,1,15.9200284950421,11.3172915147045,0.572821756738659,0.847633465353579,0.884037332069344,0.938883934920775,0.968309630098712,2.39899999997579,831,"rrBLUP-kin",831,"",4,0
"DaysToFlowering3 split=10 train","DaysToFlowering3 split=10 test",92,"no_strata",0.818218457105269,0.811243835639132,1,15.9200284950421,11.3172915147045,0.572821756738659,0.847633465353579,0.884037332069344,0.938883934920775,0.968309630098712,2.35499999998137,831,"rrBLUP-kin",831,"",5,0
"DaysToFlowering3 split=2 train","DaysToFlowering3 split=2 test",93,"no_strata",0.862605256031167,0.868363430672256,1,16.9678874194397,13.1060596568459,0.638358208662353,0.896082574149088,0.906453502016123,0.957749509506852,0.976263499552102,2.34400000004098,830,"rrBLUP-kin",830,"",1,0
"DaysToFlowering3 split=2 train","DaysToFlowering3 split=2 test",93,"no_strata",0.862605256031167,0.868363430672256,1,16.9678874194397,13.1060596568459,0.638358208662353,0.896082574149088,0.906453502016123,0.957749509506852,0.976263499552102,2.32999999984168,830,"rrBLUP-kin",830,"",2,0
"DaysToFlowering3 split=2 train","DaysToFlowering3 split=2 test",93,"no_strata",0.862605256031167,0.868363430672256,1,16.9678874194397,13.1060596568459,0.638358208662353,0.896082574149088,0.906453502016123,0.957749509506852,0.976263499552102,2.37099999981001,830,"rrBLUP-kin",830,"",3,0
"DaysToFlowering3 split=2 train","DaysToFlowering3 split=2 test",93,"no_strata",0.862605256031167,0.868363430672256,1,16.9678874194397,13.1060596568459,0.638358208662353,0.896082574149088,0.906453502016123,0.957749509506852,0.976263499552102,2.38600000017323,830,"rrBLUP-kin",830,"",4,0
"DaysToFlowering3 split=2 train","DaysToFlowering3 split=2 test",93,"no_strata",0.862605256031167,0.868363430672256,1,16.9678874194397,13.1060596568459,0.638358208662353,0.896082574149088,0.906453502016123,0.957749509506852,0.976263499552102,2.40399999986403,830,"rrBLUP-kin",830,"",5,0
"DaysToFlowering3 split=3 train","DaysToFlowering3 split=3 test",93,"no_strata",0.822640663076709,0.808909214547463,1,16.8970417534296,13.2191102646304,0.488325438571904,0.964288381414401,0.921208523778773,0.963024488390027,0.985374826502009,2.36800000001676,830,"rrBLUP-kin",830,"",1,0
"DaysToFlowering3 split=3 train","DaysToFlowering3 split=3 test",93,"no_strata",0.822640663076709,0.808909214547463,1,16.8970417534296,13.2191102646304,0.488325438571904,0.964288381414401,0.921208523778773,0.963024488390027,0.985374826502009,2.35499999998137,830,"rrBLUP-kin",830,"",2,0
"DaysToFlowering3 split=3 train","DaysToFlowering3 split=3 test",93,"no_strata",0.822640663076709,0.808909214547463,1,16.8970417534296,13.2191102646304,0.488325438571904,0.964288381414401,0.921208523778773,0.963024488390027,0.985374826502009,2.35100000002421,830,"rrBLUP-kin",830,"",3,0
"DaysToFlowering3 split=3 train","DaysToFlowering3 split=3 test",93,"no_strata",0.822640663076709,0.808909214547463,1,16.8970417534296,13.2191102646304,0.488325438571904,0.964288381414401,0.921208523778773,0.963024488390027,0.985374826502009,2.3499999998603,830,"rrBLUP-kin",830,"",4,0
"DaysToFlowering3 split=3 train","DaysToFlowering3 split=3 test",93,"no_strata",0.822640663076709,0.808909214547463,1,16.8970417534296,13.2191102646304,0.488325438571904,0.964288381414401,0.921208523778773,0.963024488390027,0.985374826502009,2.3499999998603,830,"rrBLUP-kin",830,"",5,0
"DaysToFlowering3 split=4 train","DaysToFlowering3 split=4 test",92,"no_strata",0.822129482255948,0.821961406959315,1,16.5922004514047,12.9227504743367,0.589060594909894,0.929095166979609,0.927162414280042,0.952348527313655,0.981902652382048,2.36100000003353,831,"rrBLUP-kin",831,"",1,0
"DaysToFlowering3 split=4 train","DaysToFlowering3 split=4 test",92,"no_strata",0.822129482255948,0.821961406959315,1,16.5922004514047,12.9227504743367,0.589060594909894,0.929095166979609,0.927162414280042,0.952348527313655,0.981902652382048,2.37399999983609,831,"rrBLUP-kin",831,"",2,0
"DaysToFlowering3 split=4 train","DaysToFlowering3 split=4 test",92,"no_strata",0.822129482255948,0.821961406959315,1,16.5922004514047,12.9227504743367,0.589060594909894,0.929095166979609,0.927162414280042,0.952348527313655,0.981902652382048,2.40500000002794,831,"rrBLUP-kin",831,"",3,0
"DaysToFlowering3 split=4 train","DaysToFlowering3 split=4 test",92,"no_strata",0.822129482255948,0.821961406959315,1,16.5922004514047,12.9227504743367,0.589060594909894,0.929095166979609,0.927162414280042,0.952348527313655,0.981902652382048,2.40700000012293,831,"rrBLUP-kin",831,"",4,0
"DaysToFlowering3 split=4 train","DaysToFlowering3 split=4 test",92,"no_strata",0.822129482255948,0.821961406959315,1,16.5922004514047,12.9227504743367,0.589060594909894,0.929095166979609,0.927162414280042,0.952348527313655,0.981902652382048,2.42100000008941,831,"rrBLUP-kin",831,"",5,0
"DaysToFlowering3 split=5 train","DaysToFlowering3 split=5 test",92,"no_strata",0.847765676745794,0.874318456709949,1,14.711743984966,10.9880532282089,0.697737611915102,0.897355343240104,0.910213380190998,0.948929018988812,0.974330362290743,2.37399999983609,831,"rrBLUP-kin",831,"",1,0
"DaysToFlowering3 split=5 train","DaysToFlowering3 split=5 test",92,"no_strata",0.847765676745794,0.874318456709949,1,14.711743984966,10.9880532282089,0.697737611915102,0.897355343240104,0.910213380190998,0.948929018988812,0.974330362290743,2.39400000008754,831,"rrBLUP-kin",831,"",2,0
"DaysToFlowering3 split=5 train","DaysToFlowering3 split=5 test",92,"no_strata",0.847765676745794,0.874318456709949,1,14.711743984966,10.9880532282089,0.697737611915102,0.897355343240104,0.910213380190998,0.948929018988812,0.974330362290743,2.40999999991618,831,"rrBLUP-kin",831,"",3,0
"DaysToFlowering3 split=5 train","DaysToFlowering3 split=5 test",92,"no_strata",0.847765676745794,0.874318456709949,1,14.711743984966,10.9880532282089,0.697737611915102,0.897355343240104,0.910213380190998,0.948929018988812,0.974330362290743,2.36299999989569,831,"rrBLUP-kin",831,"",4,0
