"dataset.train","dataset.test","nsamples.test","strata","pearson","spearman","cor_success","rmse","mae","coeff_det","ndcg10","ndcg20","ndcg50","ndcg100","time_per_fold","nsamples.train","regressor","markers","extra_covariates","repetition","folds"
"Cauline Leaf number (CL) split=3 train","Cauline Leaf number (CL) split=3 test",91,"no_strata",0.625658652094791,0.567785217972354,1,4.1580613950441,3.28022081706519,0.196729140930399,0.876214842930083,0.837665185779445,0.88495658552166,0.952430099911024,2.20800000010058,813,"rrBLUP-kin",813,"",3,0
"Cauline Leaf number (CL) split=3 train","Cauline Leaf number (CL) split=3 test",91,"no_strata",0.625658652094791,0.567785217972354,1,4.1580613950441,3.28022081706519,0.196729140930399,0.876214842930083,0.837665185779445,0.88495658552166,0.952430099911024,2.20500000007451,813,"rrBLUP-kin",813,"",4,0
"Cauline Leaf number (CL) split=3 train","Cauline Leaf number (CL) split=3 test",91,"no_strata",0.625658652094791,0.567785217972354,1,4.1580613950441,3.28022081706519,0.196729140930399,0.876214842930083,0.837665185779445,0.88495658552166,0.952430099911024,2.20600000000559,813,"rrBLUP-kin",813,"",5,0
"Cauline Leaf number (CL) split=4 train","Cauline Leaf number (CL) split=4 test",91,"no_strata",0.668248810563591,0.64605853071382,1,3.83425219429747,2.92933935565436,0.410434155384315,0.877565974397674,0.82397311908922,0.887166953412209,0.952340096289,2.21700000017881,813,"rrBLUP-kin",813,"",1,0
"Cauline Leaf number (CL) split=4 train","Cauline Leaf number (CL) split=4 test",91,"no_strata",0.668248810563591,0.64605853071382,1,3.83425219429747,2.92933935565436,0.410434155384315,0.877565974397674,0.82397311908922,0.887166953412209,0.952340096289,2.20600000000559,813,"rrBLUP-kin",813,"",2,0
"Cauline Leaf number (CL) split=4 train","Cauline Leaf number (CL) split=4 test",91,"no_strata",0.668248810563591,0.64605853071382,1,3.83425219429747,2.92933935565436,0.410434155384315,0.877565974397674,0.82397311908922,0.887166953412209,0.952340096289,2.21900000004098,813,"rrBLUP-kin",813,"",3,0
"Cauline Leaf number (CL) split=4 train","Cauline Leaf number (CL) split=4 test",91,"no_strata",0.668248810563591,0.64605853071382,1,3.83425219429747,2.92933935565436,0.410434155384315,0.877565974397674,0.82397311908922,0.887166953412209,0.952340096289,2.20600000000559,813,"rrBLUP-kin",813,"",4,0
"Cauline Leaf number (CL) split=4 train","Cauline Leaf number (CL) split=4 test",91,"no_strata",0.668248810563591,0.64605853071382,1,3.83425219429747,2.92933935565436,0.410434155384315,0.877565974397674,0.82397311908922,0.887166953412209,0.952340096289,2.20200000004843,813,"rrBLUP-kin",813,"",5,0
"Cauline Leaf number (CL) split=5 train","Cauline Leaf number (CL) split=5 test",90,"no_strata",0.684901992244472,0.646903865229983,1,3.55923308749078,2.54258568133689,0.412536453472631,0.841815393195019,0.831825787547966,0.885457876225662,0.941942222966019,2.21200000005774,814,"rrBLUP-kin",814,"",1,0
"Cauline Leaf number (CL) split=5 train","Cauline Leaf number (CL) split=5 test",90,"no_strata",0.684901992244472,0.646903865229983,1,3.55923308749078,2.54258568133689,0.412536453472631,0.841815393195019,0.831825787547966,0.885457876225662,0.941942222966019,2.21299999998882,814,"rrBLUP-kin",814,"",2,0
"Cauline Leaf number (CL) split=5 train","Cauline Leaf number (CL) split=5 test",90,"no_strata",0.684901992244472,0.646903865229983,1,3.55923308749078,2.54258568133689,0.412536453472631,0.841815393195019,0.831825787547966,0.885457876225662,0.941942222966019,2.20999999996275,814,"rrBLUP-kin",814,"",3,0
"Cauline Leaf number (CL) split=5 train","Cauline Leaf number (CL) split=5 test",90,"no_strata",0.684901992244472,0.646903865229983,1,3.55923308749078,2.54258568133689,0.412536453472631,0.841815393195019,0.831825787547966,0.885457876225662,0.941942222966019,2.21500000008382,814,"rrBLUP-kin",814,"",4,0
"Cauline Leaf number (CL) split=5 train","Cauline Leaf number (CL) split=5 test",90,"no_strata",0.684901992244472,0.646903865229983,1,3.55923308749078,2.54258568133689,0.412536453472631,0.841815393195019,0.831825787547966,0.885457876225662,0.941942222966019,2.21699999994598,814,"rrBLUP-kin",814,"",5,0
